Tiempo (s)	 Campo (A/m)	 Magnetizacion (A/m)
0.000000e+00	-5.176574e+04	-8.828764e+02
1.000000e-08	-5.175172e+04	-8.829772e+02
2.000000e-08	-5.172428e+04	-8.849870e+02
3.000000e-08	-5.168417e+04	-8.863651e+02
4.000000e-08	-5.163239e+04	-8.848746e+02
5.000000e-08	-5.156891e+04	-8.817702e+02
6.000000e-08	-5.149178e+04	-8.807896e+02
7.000000e-08	-5.139777e+04	-8.836807e+02
8.000000e-08	-5.128442e+04	-8.875962e+02
9.000000e-08	-5.115214e+04	-8.878845e+02
1.000000e-07	-5.100466e+04	-8.833939e+02
1.100000e-07	-5.084693e+04	-8.781074e+02
1.200000e-07	-5.068168e+04	-8.769664e+02
1.300000e-07	-5.050746e+04	-8.804847e+02
1.400000e-07	-5.032004e+04	-8.842017e+02
1.500000e-07	-5.011612e+04	-8.834829e+02
1.600000e-07	-4.989624e+04	-8.782198e+02
1.700000e-07	-4.966413e+04	-8.724557e+02
1.800000e-07	-4.942304e+04	-8.699064e+02
1.900000e-07	-4.917266e+04	-8.706038e+02
2.000000e-07	-4.890950e+04	-8.718745e+02
2.100000e-07	-4.863017e+04	-8.716678e+02
2.200000e-07	-4.833430e+04	-8.701668e+02
2.300000e-07	-4.802428e+04	-8.684839e+02
2.400000e-07	-4.770258e+04	-8.668511e+02
2.500000e-07	-4.736946e+04	-8.646820e+02
2.600000e-07	-4.702327e+04	-8.619436e+02
2.700000e-07	-4.666241e+04	-8.596119e+02
2.800000e-07	-4.628676e+04	-8.585292e+02
2.900000e-07	-4.589740e+04	-8.582899e+02
3.000000e-07	-4.549548e+04	-8.576891e+02
3.100000e-07	-4.508166e+04	-8.561099e+02
3.200000e-07	-4.465618e+04	-8.540242e+02
3.300000e-07	-4.421891e+04	-8.520679e+02
3.400000e-07	-4.376926e+04	-8.500419e+02
3.500000e-07	-4.330634e+04	-8.471600e+02
3.600000e-07	-4.282998e+04	-8.431116e+02
3.700000e-07	-4.234135e+04	-8.384687e+02
3.800000e-07	-4.184234e+04	-8.339555e+02
3.900000e-07	-4.133394e+04	-8.296304e+02
4.000000e-07	-4.081526e+04	-8.250389e+02
4.100000e-07	-4.028459e+04	-8.199943e+02
4.200000e-07	-3.974120e+04	-8.148397e+02
4.300000e-07	-3.918599e+04	-8.098684e+02
4.400000e-07	-3.862020e+04	-8.047993e+02
4.500000e-07	-3.804387e+04	-7.991043e+02
4.600000e-07	-3.745607e+04	-7.927538e+02
4.700000e-07	-3.685671e+04	-7.863329e+02
4.800000e-07	-3.624765e+04	-7.803251e+02
4.900000e-07	-3.563144e+04	-7.744964e+02
5.000000e-07	-3.500898e+04	-7.681843e+02
5.100000e-07	-3.437865e+04	-7.611045e+02
5.200000e-07	-3.373814e+04	-7.536426e+02
5.300000e-07	-3.308689e+04	-7.463186e+02
5.400000e-07	-3.242664e+04	-7.391745e+02
5.500000e-07	-3.175947e+04	-7.318345e+02
5.600000e-07	-3.108564e+04	-7.240348e+02
5.700000e-07	-3.040352e+04	-7.158603e+02
5.800000e-07	-2.971145e+04	-7.074555e+02
5.900000e-07	-2.900936e+04	-6.987492e+02
6.000000e-07	-2.829864e+04	-6.896332e+02
6.100000e-07	-2.758059e+04	-6.802762e+02
6.200000e-07	-2.685558e+04	-6.709956e+02
6.300000e-07	-2.612343e+04	-6.617686e+02
6.400000e-07	-2.538440e+04	-6.520908e+02
6.500000e-07	-2.463931e+04	-6.415100e+02
6.600000e-07	-2.388874e+04	-6.302278e+02
6.700000e-07	-2.313234e+04	-6.189586e+02
6.800000e-07	-2.236905e+04	-6.081319e+02
6.900000e-07	-2.159804e+04	-5.973866e+02
7.000000e-07	-2.081938e+04	-5.859835e+02
7.100000e-07	-2.003398e+04	-5.736369e+02
7.200000e-07	-1.924298e+04	-5.607733e+02
7.300000e-07	-1.844719e+04	-5.479592e+02
7.400000e-07	-1.764712e+04	-5.352464e+02
7.500000e-07	-1.684314e+04	-5.221899e+02
7.600000e-07	-1.603570e+04	-5.084022e+02
7.700000e-07	-1.522510e+04	-4.939112e+02
7.800000e-07	-1.441117e+04	-4.789801e+02
7.900000e-07	-1.359309e+04	-4.637684e+02
8.000000e-07	-1.276979e+04	-4.482935e+02
8.100000e-07	-1.194079e+04	-4.325992e+02
8.200000e-07	-1.110679e+04	-4.167431e+02
8.300000e-07	-1.026942e+04	-4.005821e+02
8.400000e-07	-9.430194e+03	-3.837574e+02
8.500000e-07	-8.589453e+03	-3.660536e+02
8.600000e-07	-7.746499e+03	-3.477151e+02
8.700000e-07	-6.900661e+03	-3.292383e+02
8.800000e-07	-6.052292e+03	-3.108056e+02
8.900000e-07	-5.202650e+03	-2.920468e+02
9.000000e-07	-4.352845e+03	-2.724573e+02
9.100000e-07	-3.503030e+03	-2.519765e+02
9.200000e-07	-2.652664e+03	-2.310178e+02
9.300000e-07	-1.801404e+03	-2.099365e+02
9.400000e-07	-9.495349e+02	-1.886180e+02
9.500000e-07	-9.750025e+01	-1.666781e+02
9.600000e-07	7.547354e+02	-1.439617e+02
9.700000e-07	1.607573e+03	-1.206857e+02
9.800000e-07	2.460967e+03	-9.710033e+01
9.900000e-07	3.313920e+03	-7.318343e+01
1.000000e-06	4.164989e+03	-4.877699e+01
1.010000e-06	5.013349e+03	-2.392205e+01
1.020000e-06	5.859302e+03	1.121180e+00
1.030000e-06	6.703743e+03	2.620424e+01
1.040000e-06	7.547224e+03	5.148076e+01
1.050000e-06	8.389562e+03	7.714216e+01
1.060000e-06	9.230176e+03	1.030271e+02
1.070000e-06	1.006850e+04	1.286443e+02
1.080000e-06	1.090393e+04	1.536205e+02
1.090000e-06	1.173556e+04	1.780255e+02
1.100000e-06	1.256231e+04	2.021818e+02
1.110000e-06	1.338363e+04	2.262214e+02
1.120000e-06	1.420005e+04	2.499305e+02
1.130000e-06	1.501278e+04	2.730072e+02
1.140000e-06	1.582275e+04	2.953413e+02
1.150000e-06	1.662980e+04	3.169943e+02
1.160000e-06	1.743299e+04	3.380206e+02
1.170000e-06	1.823154e+04	3.584394e+02
1.180000e-06	1.902553e+04	3.783447e+02
1.190000e-06	1.981543e+04	3.978696e+02
1.200000e-06	2.060116e+04	4.169629e+02
1.210000e-06	2.138160e+04	4.353133e+02
1.220000e-06	2.215521e+04	4.526550e+02
1.230000e-06	2.292118e+04	4.691480e+02
1.240000e-06	2.367986e+04	4.853103e+02
1.250000e-06	2.443218e+04	5.014858e+02
1.260000e-06	2.517853e+04	5.174500e+02
1.270000e-06	2.591838e+04	5.326515e+02
1.280000e-06	2.665084e+04	5.468234e+02
1.290000e-06	2.737550e+04	5.602457e+02
1.300000e-06	2.809250e+04	5.733825e+02
1.310000e-06	2.880188e+04	5.863813e+02
1.320000e-06	2.950311e+04	5.990266e+02
1.330000e-06	3.019545e+04	6.111060e+02
1.340000e-06	3.087890e+04	6.226543e+02
1.350000e-06	3.155436e+04	6.338114e+02
1.360000e-06	3.222286e+04	6.446043e+02
1.370000e-06	3.288433e+04	6.550018e+02
1.380000e-06	3.353756e+04	6.651005e+02
1.390000e-06	3.418124e+04	6.750536e+02
1.400000e-06	3.481512e+04	6.847764e+02
1.410000e-06	3.543996e+04	6.939066e+02
1.420000e-06	3.605647e+04	7.022322e+02
1.430000e-06	3.666442e+04	7.100867e+02
1.440000e-06	3.726297e+04	7.181005e+02
1.450000e-06	3.785160e+04	7.264802e+02
1.460000e-06	3.843049e+04	7.346942e+02
1.470000e-06	3.899982e+04	7.420399e+02
1.480000e-06	3.955902e+04	7.484688e+02
1.490000e-06	4.010685e+04	7.546551e+02
1.500000e-06	4.064243e+04	7.612052e+02
1.510000e-06	4.116587e+04	7.679775e+02
1.520000e-06	4.167795e+04	7.743360e+02
1.530000e-06	4.217915e+04	7.799676e+02
