Tiempo (s)	 Campo (A/m)	 Magnetizacion (A/m)
0.000000e+00	-5.177259e+04	-8.927134e+02
1.000000e-08	-5.176920e+04	-8.922724e+02
2.000000e-08	-5.175196e+04	-8.913362e+02
3.000000e-08	-5.172060e+04	-8.913901e+02
4.000000e-08	-5.167570e+04	-8.926332e+02
5.000000e-08	-5.161813e+04	-8.933926e+02
6.000000e-08	-5.154808e+04	-8.920534e+02
7.000000e-08	-5.146440e+04	-8.892819e+02
8.000000e-08	-5.136489e+04	-8.876407e+02
9.000000e-08	-5.124746e+04	-8.887479e+02
1.000000e-07	-5.111184e+04	-8.912748e+02
1.100000e-07	-5.096033e+04	-8.923036e+02
1.200000e-07	-5.079679e+04	-8.906235e+02
1.300000e-07	-5.062404e+04	-8.881702e+02
1.400000e-07	-5.044191e+04	-8.879357e+02
1.500000e-07	-5.024769e+04	-8.907629e+02
1.600000e-07	-5.003895e+04	-8.946062e+02
1.700000e-07	-4.981592e+04	-8.968435e+02
1.800000e-07	-4.958116e+04	-8.968036e+02
1.900000e-07	-4.933673e+04	-8.958284e+02
2.000000e-07	-4.908183e+04	-8.953436e+02
2.100000e-07	-4.881346e+04	-8.955119e+02
2.200000e-07	-4.852928e+04	-8.957679e+02
2.300000e-07	-4.822970e+04	-8.959633e+02
2.400000e-07	-4.791704e+04	-8.963790e+02
2.500000e-07	-4.759293e+04	-8.968047e+02
2.600000e-07	-4.725678e+04	-8.963206e+02
2.700000e-07	-4.690667e+04	-8.943696e+02
2.800000e-07	-4.654137e+04	-8.917046e+02
2.900000e-07	-4.616128e+04	-8.897194e+02
3.000000e-07	-4.576763e+04	-8.887600e+02
3.100000e-07	-4.536127e+04	-8.875020e+02
3.200000e-07	-4.494236e+04	-8.843119e+02
3.300000e-07	-4.451091e+04	-8.790719e+02
3.400000e-07	-4.406721e+04	-8.733344e+02
3.500000e-07	-4.361169e+04	-8.686715e+02
3.600000e-07	-4.314475e+04	-8.651809e+02
3.700000e-07	-4.266672e+04	-8.617687e+02
3.800000e-07	-4.217797e+04	-8.576061e+02
3.900000e-07	-4.167850e+04	-8.529055e+02
4.000000e-07	-4.116762e+04	-8.482749e+02
4.100000e-07	-4.064421e+04	-8.437546e+02
4.200000e-07	-4.010757e+04	-8.388410e+02
4.300000e-07	-3.955801e+04	-8.333103e+02
4.400000e-07	-3.899649e+04	-8.275888e+02
4.500000e-07	-3.842381e+04	-8.221438e+02
4.600000e-07	-3.784052e+04	-8.167767e+02
4.700000e-07	-3.724742e+04	-8.108347e+02
4.800000e-07	-3.664583e+04	-8.040884e+02
4.900000e-07	-3.603679e+04	-7.970950e+02
5.000000e-07	-3.541996e+04	-7.905379e+02
5.100000e-07	-3.479373e+04	-7.843776e+02
5.200000e-07	-3.415678e+04	-7.778909e+02
5.300000e-07	-3.350948e+04	-7.705275e+02
5.400000e-07	-3.285357e+04	-7.625030e+02
5.500000e-07	-3.219049e+04	-7.544491e+02
5.600000e-07	-3.152013e+04	-7.466424e+02
5.700000e-07	-3.084133e+04	-7.387786e+02
5.800000e-07	-3.015334e+04	-7.304551e+02
5.900000e-07	-2.945648e+04	-7.216438e+02
6.000000e-07	-2.875161e+04	-7.125806e+02
6.100000e-07	-2.803931e+04	-7.033528e+02
6.200000e-07	-2.731991e+04	-6.938135e+02
6.300000e-07	-2.659385e+04	-6.838932e+02
6.400000e-07	-2.586150e+04	-6.737832e+02
6.500000e-07	-2.512251e+04	-6.636755e+02
6.600000e-07	-2.437573e+04	-6.534241e+02
6.700000e-07	-2.362034e+04	-6.426472e+02
6.800000e-07	-2.285706e+04	-6.311894e+02
6.900000e-07	-2.208781e+04	-6.193373e+02
7.000000e-07	-2.131411e+04	-6.074795e+02
7.100000e-07	-2.053589e+04	-5.956277e+02
7.200000e-07	-1.975233e+04	-5.834004e+02
7.300000e-07	-1.896353e+04	-5.704764e+02
7.400000e-07	-1.817092e+04	-5.569418e+02
7.500000e-07	-1.737564e+04	-5.431305e+02
7.600000e-07	-1.657682e+04	-5.292149e+02
7.700000e-07	-1.577183e+04	-5.150645e+02
7.800000e-07	-1.495873e+04	-5.004782e+02
7.900000e-07	-1.413816e+04	-4.854186e+02
8.000000e-07	-1.331289e+04	-4.699575e+02
8.100000e-07	-1.248545e+04	-4.540968e+02
8.200000e-07	-1.165643e+04	-4.377684e+02
8.300000e-07	-1.082472e+04	-4.209969e+02
8.400000e-07	-9.989135e+03	-4.039273e+02
8.500000e-07	-9.149546e+03	-3.866196e+02
8.600000e-07	-8.306756e+03	-3.688929e+02
8.700000e-07	-7.461809e+03	-3.504853e+02
8.800000e-07	-6.615556e+03	-3.313673e+02
8.900000e-07	-5.768550e+03	-3.117953e+02
9.000000e-07	-4.920960e+03	-2.920060e+02
9.100000e-07	-4.072512e+03	-2.719263e+02
9.200000e-07	-3.222776e+03	-2.512674e+02
9.300000e-07	-2.371686e+03	-2.298808e+02
9.400000e-07	-1.519747e+03	-2.079244e+02
9.500000e-07	-6.676309e+02	-1.856455e+02
9.600000e-07	1.843551e+02	-1.630823e+02
9.700000e-07	1.036314e+03	-1.400582e+02
9.800000e-07	1.888352e+03	-1.164324e+02
9.900000e-07	2.740319e+03	-9.224815e+01
1.000000e-06	3.591961e+03	-6.761232e+01
1.010000e-06	4.443029e+03	-4.253001e+01
1.020000e-06	5.293004e+03	-1.696143e+01
1.030000e-06	6.140863e+03	8.987370e+00
1.040000e-06	6.985576e+03	3.504813e+01
1.050000e-06	7.827082e+03	6.101651e+01
1.060000e-06	8.666541e+03	8.692474e+01
1.070000e-06	9.505198e+03	1.129038e+02
1.080000e-06	1.034294e+04	1.388914e+02
1.090000e-06	1.117823e+04	1.645705e+02
1.100000e-06	1.200971e+04	1.896365e+02
1.110000e-06	1.283747e+04	2.140700e+02
1.120000e-06	1.366241e+04	2.380769e+02
1.130000e-06	1.448419e+04	2.617847e+02
1.140000e-06	1.530062e+04	2.850704e+02
1.150000e-06	1.610936e+04	3.077068e+02
1.160000e-06	1.691054e+04	3.296072e+02
1.170000e-06	1.770691e+04	3.508711e+02
1.180000e-06	1.850130e+04	3.716234e+02
1.190000e-06	1.929376e+04	3.918855e+02
1.200000e-06	2.008174e+04	4.116074e+02
1.210000e-06	2.086279e+04	4.307469e+02
1.220000e-06	2.163688e+04	4.492610e+02
1.230000e-06	2.240588e+04	4.670666e+02
1.240000e-06	2.317101e+04	4.840982e+02
1.250000e-06	2.393136e+04	5.004189e+02
1.260000e-06	2.468474e+04	5.162095e+02
1.270000e-06	2.542975e+04	5.316016e+02
1.280000e-06	2.616666e+04	5.465621e+02
1.290000e-06	2.689651e+04	5.609933e+02
1.300000e-06	2.761986e+04	5.749155e+02
1.310000e-06	2.833632e+04	5.884596e+02
1.320000e-06	2.904499e+04	6.016581e+02
1.330000e-06	2.974496e+04	6.143375e+02
1.340000e-06	3.043563e+04	6.263164e+02
1.350000e-06	3.111704e+04	6.376889e+02
1.360000e-06	3.179012e+04	6.487961e+02
1.370000e-06	3.245618e+04	6.598625e+02
1.380000e-06	3.311563e+04	6.707325e+02
1.390000e-06	3.376707e+04	6.810585e+02
1.400000e-06	3.440810e+04	6.907261e+02
1.410000e-06	3.503740e+04	6.999881e+02
1.420000e-06	3.565591e+04	7.091409e+02
1.430000e-06	3.626588e+04	7.181659e+02
1.440000e-06	3.686855e+04	7.267902e+02
1.450000e-06	3.746310e+04	7.348662e+02
1.460000e-06	3.804776e+04	7.425623e+02
1.470000e-06	3.862158e+04	7.501347e+02
1.480000e-06	3.918486e+04	7.576202e+02
1.490000e-06	3.973796e+04	7.648680e+02
1.500000e-06	4.028018e+04	7.718275e+02
1.510000e-06	4.081034e+04	7.786443e+02
1.520000e-06	4.132816e+04	7.854072e+02
1.530000e-06	4.183467e+04	7.919184e+02
1.540000e-06	4.233108e+04	7.978697e+02
1.550000e-06	4.281739e+04	8.032356e+02
1.560000e-06	4.329241e+04	8.083523e+02
1.570000e-06	4.375519e+04	8.135384e+02
1.580000e-06	4.420601e+04	8.187408e+02
1.590000e-06	4.464591e+04	8.236760e+02
1.600000e-06	4.507544e+04	8.282763e+02
1.610000e-06	4.549391e+04	8.328156e+02
1.620000e-06	4.589997e+04	8.375195e+02
1.630000e-06	4.629251e+04	8.421816e+02
1.640000e-06	4.667111e+04	8.463395e+02
1.650000e-06	4.703568e+04	8.498256e+02
1.660000e-06	4.738622e+04	8.529859e+02
1.670000e-06	4.772284e+04	8.562770e+02
1.680000e-06	4.804596e+04	8.597604e+02
1.690000e-06	4.835613e+04	8.631300e+02
1.700000e-06	4.865376e+04	8.661807e+02
1.710000e-06	4.893899e+04	8.690496e+02
1.720000e-06	4.921171e+04	8.719242e+02
1.730000e-06	4.947174e+04	8.746846e+02
1.740000e-06	4.971890e+04	8.770376e+02
1.750000e-06	4.995319e+04	8.789694e+02
1.760000e-06	5.017483e+04	8.808414e+02
1.770000e-06	5.038410e+04	8.829328e+02
1.780000e-06	5.058081e+04	8.850498e+02
1.790000e-06	5.076409e+04	8.867905e+02
1.800000e-06	5.093292e+04	8.881421e+02
1.810000e-06	5.108715e+04	8.895581e+02
1.820000e-06	5.122778e+04	8.913333e+02
1.830000e-06	5.135601e+04	8.931119e+02
1.840000e-06	5.147187e+04	8.942752e+02
1.850000e-06	5.157403e+04	8.947695e+02
1.860000e-06	5.166111e+04	8.952433e+02
1.870000e-06	5.173300e+04	8.962156e+02
1.880000e-06	5.179080e+04	8.973513e+02
1.890000e-06	5.183532e+04	8.978846e+02
1.900000e-06	5.186618e+04	8.977069e+02
1.910000e-06	5.188259e+04	8.976251e+02
1.920000e-06	5.188480e+04	8.982999e+02
1.930000e-06	5.187429e+04	8.992137e+02
1.940000e-06	5.185227e+04	8.991782e+02
1.950000e-06	5.181840e+04	8.979334e+02
1.960000e-06	5.177141e+04	8.967606e+02
1.970000e-06	5.171098e+04	8.970625e+02
1.980000e-06	5.163835e+04	8.984891e+02
