Tiempo (s)	 Campo (A/m)	 Magnetizacion (A/m)
0.000000e+00	-5.174800e+04	-8.383689e+02
1.000000e-08	-5.173110e+04	-8.384563e+02
2.000000e-08	-5.170142e+04	-8.387587e+02
3.000000e-08	-5.165940e+04	-8.386501e+02
4.000000e-08	-5.160569e+04	-8.377838e+02
5.000000e-08	-5.154062e+04	-8.367043e+02
6.000000e-08	-5.146289e+04	-8.363843e+02
7.000000e-08	-5.136917e+04	-8.371079e+02
8.000000e-08	-5.125597e+04	-8.380235e+02
9.000000e-08	-5.112284e+04	-8.379973e+02
1.000000e-07	-5.097369e+04	-8.368676e+02
1.100000e-07	-5.081441e+04	-8.356604e+02
1.200000e-07	-5.064818e+04	-8.354939e+02
1.300000e-07	-5.047294e+04	-8.364021e+02
1.400000e-07	-5.028361e+04	-8.373761e+02
1.500000e-07	-5.007706e+04	-8.374948e+02
1.600000e-07	-4.985502e+04	-8.368147e+02
1.700000e-07	-4.962194e+04	-8.360917e+02
1.800000e-07	-4.938037e+04	-8.358238e+02
1.900000e-07	-4.912849e+04	-8.357969e+02
2.000000e-07	-4.886222e+04	-8.355464e+02
2.100000e-07	-4.857934e+04	-8.349908e+02
2.200000e-07	-4.828130e+04	-8.344039e+02
2.300000e-07	-4.797101e+04	-8.338540e+02
2.400000e-07	-4.764968e+04	-8.329542e+02
2.500000e-07	-4.731593e+04	-8.313215e+02
2.600000e-07	-4.696773e+04	-8.291670e+02
2.700000e-07	-4.660450e+04	-8.272200e+02
2.800000e-07	-4.622722e+04	-8.259982e+02
2.900000e-07	-4.583690e+04	-8.252478e+02
3.000000e-07	-4.543381e+04	-8.241891e+02
3.100000e-07	-4.501805e+04	-8.222726e+02
3.200000e-07	-4.459036e+04	-8.196120e+02
3.300000e-07	-4.415169e+04	-8.167006e+02
3.400000e-07	-4.370203e+04	-8.138294e+02
3.500000e-07	-4.324027e+04	-8.108585e+02
3.600000e-07	-4.276543e+04	-8.074859e+02
3.700000e-07	-4.227789e+04	-8.036059e+02
3.800000e-07	-4.177893e+04	-7.993682e+02
3.900000e-07	-4.126919e+04	-7.949765e+02
4.000000e-07	-4.074789e+04	-7.905164e+02
4.100000e-07	-4.021397e+04	-7.859598e+02
4.200000e-07	-3.966743e+04	-7.812469e+02
4.300000e-07	-3.910939e+04	-7.763250e+02
4.400000e-07	-3.854076e+04	-7.711567e+02
4.500000e-07	-3.796144e+04	-7.657500e+02
4.600000e-07	-3.737119e+04	-7.601713e+02
4.700000e-07	-3.677099e+04	-7.544824e+02
4.800000e-07	-3.616285e+04	-7.486529e+02
4.900000e-07	-3.554794e+04	-7.425772e+02
5.000000e-07	-3.492518e+04	-7.362035e+02
5.100000e-07	-3.429212e+04	-7.296163e+02
5.200000e-07	-3.364741e+04	-7.229450e+02
5.300000e-07	-3.299221e+04	-7.161958e+02
5.400000e-07	-3.232910e+04	-7.092228e+02
5.500000e-07	-3.165981e+04	-7.018878e+02
5.600000e-07	-3.098406e+04	-6.942128e+02
5.700000e-07	-3.030053e+04	-6.863350e+02
5.800000e-07	-2.960823e+04	-6.783257e+02
5.900000e-07	-2.890697e+04	-6.701126e+02
6.000000e-07	-2.819694e+04	-6.615975e+02
6.100000e-07	-2.747850e+04	-6.527996e+02
6.200000e-07	-2.675239e+04	-6.438240e+02
6.300000e-07	-2.601980e+04	-6.346999e+02
6.400000e-07	-2.528155e+04	-6.253147e+02
6.500000e-07	-2.453732e+04	-6.155410e+02
6.600000e-07	-2.378603e+04	-6.053921e+02
6.700000e-07	-2.302710e+04	-5.949951e+02
6.800000e-07	-2.226127e+04	-5.844167e+02
6.900000e-07	-2.148976e+04	-5.735682e+02
7.000000e-07	-2.071292e+04	-5.623160e+02
7.100000e-07	-1.993019e+04	-5.506504e+02
7.200000e-07	-1.914143e+04	-5.386936e+02
7.300000e-07	-1.834810e+04	-5.265430e+02
7.400000e-07	-1.755230e+04	-5.141507e+02
7.500000e-07	-1.675459e+04	-5.013803e+02
7.600000e-07	-1.595289e+04	-4.881487e+02
7.700000e-07	-1.514408e+04	-4.744737e+02
7.800000e-07	-1.432674e+04	-4.604022e+02
7.900000e-07	-1.350240e+04	-4.459509e+02
8.000000e-07	-1.267404e+04	-4.311368e+02
8.100000e-07	-1.184357e+04	-4.160134e+02
8.200000e-07	-1.101084e+04	-4.006131e+02
8.300000e-07	-1.017481e+04	-3.848573e+02
8.400000e-07	-9.335253e+03	-3.685888e+02
8.500000e-07	-8.493257e+03	-3.517338e+02
8.600000e-07	-7.650221e+03	-3.344031e+02
8.700000e-07	-6.806676e+03	-3.167790e+02
8.800000e-07	-5.962102e+03	-2.988986e+02
8.900000e-07	-5.115632e+03	-2.805942e+02
9.000000e-07	-4.266770e+03	-2.616772e+02
9.100000e-07	-3.415586e+03	-2.421473e+02
9.200000e-07	-2.562537e+03	-2.221748e+02
9.300000e-07	-1.708301e+03	-2.018811e+02
9.400000e-07	-8.536541e+02	-1.811926e+02
9.500000e-07	7.451878e-01	-1.599414e+02
9.600000e-07	8.546204e+02	-1.380761e+02
9.700000e-07	1.708091e+03	-1.157157e+02
9.800000e-07	2.561302e+03	-9.299685e+01
9.900000e-07	3.413951e+03	-6.992085e+01
1.000000e-06	4.265217e+03	-4.639409e+01
1.010000e-06	5.114246e+03	-2.239419e+01
1.020000e-06	5.960813e+03	1.953574e+00
1.030000e-06	6.805490e+03	2.647059e+01
1.040000e-06	7.649042e+03	5.104929e+01
1.050000e-06	8.491514e+03	7.565198e+01
1.060000e-06	9.331904e+03	1.002152e+02
1.070000e-06	1.016888e+04	1.246117e+02
1.080000e-06	1.100191e+04	1.487224e+02
1.090000e-06	1.183170e+04	1.725053e+02
1.100000e-06	1.265916e+04	1.959557e+02
1.110000e-06	1.348401e+04	2.190112e+02
1.120000e-06	1.430442e+04	2.415410e+02
1.130000e-06	1.511834e+04	2.634454e+02
1.140000e-06	1.592548e+04	2.847436e+02
1.150000e-06	1.672763e+04	3.055354e+02
1.160000e-06	1.752707e+04	3.258835e+02
1.170000e-06	1.832446e+04	3.457537e+02
1.180000e-06	1.911836e+04	3.650642e+02
1.190000e-06	1.990674e+04	3.837648e+02
1.200000e-06	2.068880e+04	4.018525e+02
1.210000e-06	2.146519e+04	4.193365e+02
1.220000e-06	2.223671e+04	4.362217e+02
1.230000e-06	2.300303e+04	4.525272e+02
1.240000e-06	2.376281e+04	4.682899e+02
1.250000e-06	2.451479e+04	4.835352e+02
1.260000e-06	2.525857e+04	4.982605e+02
1.270000e-06	2.599451e+04	5.124702e+02
1.280000e-06	2.672329e+04	5.262122e+02
