Tiempo (s)	 Campo (A/m)	 Magnetizacion (A/m)
0.000000e+00	-1.731984e+04	-6.265382e+01
1.000000e-08	-1.731268e+04	-6.304191e+01
2.000000e-08	-1.730072e+04	-6.389144e+01
3.000000e-08	-1.728550e+04	-6.419238e+01
4.000000e-08	-1.726884e+04	-6.343513e+01
5.000000e-08	-1.725030e+04	-6.236872e+01
6.000000e-08	-1.722666e+04	-6.224600e+01
7.000000e-08	-1.719440e+04	-6.343140e+01
8.000000e-08	-1.715303e+04	-6.504741e+01
9.000000e-08	-1.710571e+04	-6.601307e+01
1.000000e-07	-1.705636e+04	-6.611876e+01
1.100000e-07	-1.700618e+04	-6.588838e+01
1.200000e-07	-1.695309e+04	-6.565551e+01
1.300000e-07	-1.689432e+04	-6.522120e+01
1.400000e-07	-1.682916e+04	-6.445715e+01
1.500000e-07	-1.675906e+04	-6.377667e+01
1.600000e-07	-1.668540e+04	-6.360902e+01
1.700000e-07	-1.660793e+04	-6.359578e+01
1.800000e-07	-1.652549e+04	-6.285355e+01
1.900000e-07	-1.643783e+04	-6.122881e+01
2.000000e-07	-1.634607e+04	-5.986617e+01
2.100000e-07	-1.625125e+04	-6.001306e+01
2.200000e-07	-1.615298e+04	-6.130742e+01
2.300000e-07	-1.604993e+04	-6.180405e+01
2.400000e-07	-1.594152e+04	-6.006492e+01
2.500000e-07	-1.582872e+04	-5.697154e+01
2.600000e-07	-1.571292e+04	-5.496790e+01
2.700000e-07	-1.559423e+04	-5.542248e+01
2.800000e-07	-1.547130e+04	-5.713784e+01
2.900000e-07	-1.534284e+04	-5.776418e+01
3.000000e-07	-1.520895e+04	-5.644155e+01
3.100000e-07	-1.507078e+04	-5.457993e+01
3.200000e-07	-1.492897e+04	-5.399711e+01
3.300000e-07	-1.478281e+04	-5.478466e+01
3.400000e-07	-1.463108e+04	-5.542246e+01
3.500000e-07	-1.447348e+04	-5.478367e+01
3.600000e-07	-1.431098e+04	-5.344269e+01
3.700000e-07	-1.414482e+04	-5.278308e+01
3.800000e-07	-1.397544e+04	-5.322005e+01
3.900000e-07	-1.380253e+04	-5.380066e+01
4.000000e-07	-1.362590e+04	-5.351754e+01
4.100000e-07	-1.344598e+04	-5.252228e+01
4.200000e-07	-1.326314e+04	-5.175320e+01
4.300000e-07	-1.307695e+04	-5.164586e+01
4.400000e-07	-1.288622e+04	-5.167125e+01
4.500000e-07	-1.269019e+04	-5.118446e+01
4.600000e-07	-1.248935e+04	-5.031765e+01
4.700000e-07	-1.228513e+04	-4.972734e+01
4.800000e-07	-1.207864e+04	-4.964017e+01
4.900000e-07	-1.186991e+04	-4.954500e+01
5.000000e-07	-1.165822e+04	-4.891155e+01
5.100000e-07	-1.144318e+04	-4.790753e+01
5.200000e-07	-1.122518e+04	-4.715160e+01
5.300000e-07	-1.100497e+04	-4.689138e+01
5.400000e-07	-1.078276e+04	-4.673186e+01
5.500000e-07	-1.055809e+04	-4.621721e+01
5.600000e-07	-1.033037e+04	-4.540682e+01
5.700000e-07	-1.009957e+04	-4.468359e+01
5.800000e-07	-9.866221e+03	-4.415804e+01
5.900000e-07	-9.630910e+03	-4.355773e+01
6.000000e-07	-9.393786e+03	-4.271873e+01
6.100000e-07	-9.154520e+03	-4.189500e+01
6.200000e-07	-8.912576e+03	-4.138527e+01
6.300000e-07	-8.667446e+03	-4.102170e+01
6.400000e-07	-8.418761e+03	-4.032622e+01
6.500000e-07	-8.166416e+03	-3.919151e+01
6.600000e-07	-7.910742e+03	-3.812243e+01
6.700000e-07	-7.652477e+03	-3.761021e+01
6.800000e-07	-7.392398e+03	-3.743146e+01
6.900000e-07	-7.130891e+03	-3.685847e+01
7.000000e-07	-6.867918e+03	-3.557915e+01
7.100000e-07	-6.603456e+03	-3.412922e+01
7.200000e-07	-6.337853e+03	-3.323234e+01
7.300000e-07	-6.071619e+03	-3.288726e+01
7.400000e-07	-5.804801e+03	-3.239874e+01
7.500000e-07	-5.536704e+03	-3.130603e+01
7.600000e-07	-5.266399e+03	-2.996979e+01
7.700000e-07	-4.993581e+03	-2.904476e+01
7.800000e-07	-4.718876e+03	-2.857190e+01
7.900000e-07	-4.443230e+03	-2.793329e+01
8.000000e-07	-4.167051e+03	-2.672898e+01
8.100000e-07	-3.889976e+03	-2.536232e+01
8.200000e-07	-3.611444e+03	-2.450194e+01
8.300000e-07	-3.331365e+03	-2.412806e+01
8.400000e-07	-3.050183e+03	-2.347842e+01
8.500000e-07	-2.768399e+03	-2.202730e+01
8.600000e-07	-2.486158e+03	-2.022373e+01
8.700000e-07	-2.203323e+03	-1.898451e+01
8.800000e-07	-1.919773e+03	-1.856032e+01
8.900000e-07	-1.635529e+03	-1.822731e+01
9.000000e-07	-1.350637e+03	-1.719320e+01
9.100000e-07	-1.065149e+03	-1.554729e+01
9.200000e-07	-7.792760e+02	-1.406663e+01
9.300000e-07	-4.934534e+02	-1.319856e+01
9.400000e-07	-2.080699e+02	-1.256227e+01
9.500000e-07	7.689978e+01	-1.154877e+01
9.600000e-07	3.618786e+02	-1.013868e+01
9.700000e-07	6.472188e+02	-8.851199e+00
9.800000e-07	9.327958e+02	-7.977760e+00
9.900000e-07	1.218144e+03	-7.200608e+00
1.000000e-06	1.502965e+03	-6.093781e+00
1.010000e-06	1.787362e+03	-4.750455e+00
1.020000e-06	2.071526e+03	-3.629322e+00
1.030000e-06	2.355290e+03	-2.843399e+00
1.040000e-06	2.638154e+03	-1.924842e+00
1.050000e-06	2.919772e+03	-4.473864e-01
1.060000e-06	3.200285e+03	1.326087e+00
1.070000e-06	3.480104e+03	2.688384e+00
1.080000e-06	3.759442e+03	3.354590e+00
1.090000e-06	4.038176e+03	3.827037e+00
1.100000e-06	4.316133e+03	4.780815e+00
1.110000e-06	4.593304e+03	6.269620e+00
1.120000e-06	4.869605e+03	7.753965e+00
1.130000e-06	5.144492e+03	8.844353e+00
1.140000e-06	5.417053e+03	9.747713e+00
