Tiempo (s)	 Campo (A/m)	 Magnetizacion (A/m)
0.000000e+00	-1.734138e+04	-7.649394e+01
1.000000e-08	-1.733675e+04	-7.597663e+01
2.000000e-08	-1.732697e+04	-7.589905e+01
3.000000e-08	-1.731307e+04	-7.654474e+01
4.000000e-08	-1.729731e+04	-7.719565e+01
5.000000e-08	-1.728086e+04	-7.693139e+01
6.000000e-08	-1.726175e+04	-7.584223e+01
7.000000e-08	-1.723567e+04	-7.514909e+01
8.000000e-08	-1.719964e+04	-7.593455e+01
9.000000e-08	-1.715503e+04	-7.787077e+01
1.000000e-07	-1.710644e+04	-7.943596e+01
1.100000e-07	-1.705746e+04	-7.943876e+01
1.200000e-07	-1.700747e+04	-7.817204e+01
1.300000e-07	-1.695301e+04	-7.695702e+01
1.400000e-07	-1.689189e+04	-7.667901e+01
1.500000e-07	-1.682541e+04	-7.698800e+01
1.600000e-07	-1.675627e+04	-7.695356e+01
1.700000e-07	-1.668492e+04	-7.626277e+01
1.800000e-07	-1.660868e+04	-7.553642e+01
1.900000e-07	-1.652481e+04	-7.549099e+01
2.000000e-07	-1.643376e+04	-7.601899e+01
2.100000e-07	-1.633865e+04	-7.625112e+01
2.200000e-07	-1.624184e+04	-7.546441e+01
2.300000e-07	-1.614242e+04	-7.379634e+01
2.400000e-07	-1.603773e+04	-7.206593e+01
2.500000e-07	-1.592677e+04	-7.101728e+01
2.600000e-07	-1.581148e+04	-7.078858e+01
2.700000e-07	-1.569434e+04	-7.098999e+01
2.800000e-07	-1.557527e+04	-7.111989e+01
2.900000e-07	-1.545157e+04	-7.088530e+01
3.000000e-07	-1.532082e+04	-7.028198e+01
3.100000e-07	-1.518328e+04	-6.952864e+01
3.200000e-07	-1.504120e+04	-6.892476e+01
3.300000e-07	-1.489600e+04	-6.864676e+01
3.400000e-07	-1.474676e+04	-6.859241e+01
3.500000e-07	-1.459163e+04	-6.844883e+01
3.600000e-07	-1.443023e+04	-6.797886e+01
3.700000e-07	-1.426423e+04	-6.725355e+01
3.800000e-07	-1.409565e+04	-6.657153e+01
3.900000e-07	-1.392511e+04	-6.614421e+01
4.000000e-07	-1.375180e+04	-6.589575e+01
4.100000e-07	-1.357476e+04	-6.558653e+01
4.200000e-07	-1.339373e+04	-6.508838e+01
4.300000e-07	-1.320871e+04	-6.448532e+01
4.400000e-07	-1.301931e+04	-6.391691e+01
4.500000e-07	-1.282500e+04	-6.339361e+01
4.600000e-07	-1.262590e+04	-6.281153e+01
4.700000e-07	-1.242294e+04	-6.211677e+01
4.800000e-07	-1.221707e+04	-6.138956e+01
4.900000e-07	-1.200852e+04	-6.074417e+01
5.000000e-07	-1.179701e+04	-6.018070e+01
5.100000e-07	-1.158262e+04	-5.957338e+01
5.200000e-07	-1.136596e+04	-5.880517e+01
5.300000e-07	-1.114749e+04	-5.789374e+01
5.400000e-07	-1.092670e+04	-5.697909e+01
5.500000e-07	-1.070252e+04	-5.619392e+01
5.600000e-07	-1.047440e+04	-5.554082e+01
5.700000e-07	-1.024290e+04	-5.488241e+01
5.800000e-07	-1.000919e+04	-5.405814e+01
5.900000e-07	-9.774073e+03	-5.304065e+01
6.000000e-07	-9.537730e+03	-5.199084e+01
6.100000e-07	-9.300197e+03	-5.112739e+01
6.200000e-07	-9.061580e+03	-5.049856e+01
6.300000e-07	-8.821497e+03	-4.988801e+01
6.400000e-07	-8.578513e+03	-4.900000e+01
6.500000e-07	-8.330644e+03	-4.777321e+01
6.600000e-07	-8.076848e+03	-4.648059e+01
6.700000e-07	-7.818045e+03	-4.546336e+01
6.800000e-07	-7.556534e+03	-4.476230e+01
6.900000e-07	-7.294300e+03	-4.406468e+01
7.000000e-07	-7.031817e+03	-4.304540e+01
7.100000e-07	-6.768362e+03	-4.171845e+01
7.200000e-07	-6.503185e+03	-4.039394e+01
7.300000e-07	-6.236209e+03	-3.930696e+01
7.400000e-07	-5.967758e+03	-3.837530e+01
7.500000e-07	-5.697981e+03	-3.736340e+01
7.600000e-07	-5.426791e+03	-3.620963e+01
7.700000e-07	-5.154254e+03	-3.508198e+01
7.800000e-07	-4.880739e+03	-3.410814e+01
7.900000e-07	-4.606542e+03	-3.316807e+01
8.000000e-07	-4.331446e+03	-3.204802e+01
8.100000e-07	-4.054823e+03	-3.074999e+01
8.200000e-07	-3.776222e+03	-2.951745e+01
8.300000e-07	-3.495823e+03	-2.851092e+01
8.400000e-07	-3.214318e+03	-2.755934e+01
8.500000e-07	-2.932407e+03	-2.634724e+01
8.600000e-07	-2.650402e+03	-2.482830e+01
8.700000e-07	-2.368171e+03	-2.332759e+01
8.800000e-07	-2.085300e+03	-2.216917e+01
8.900000e-07	-1.801338e+03	-2.128010e+01
9.000000e-07	-1.516084e+03	-2.027389e+01
9.100000e-07	-1.229854e+03	-1.891783e+01
9.200000e-07	-9.434351e+02	-1.740226e+01
9.300000e-07	-6.575748e+02	-1.608349e+01
9.400000e-07	-3.723519e+02	-1.503846e+01
9.500000e-07	-8.706958e+01	-1.399163e+01
9.600000e-07	1.990826e+02	-1.268139e+01
9.700000e-07	4.861530e+02	-1.117995e+01
9.800000e-07	7.732129e+02	-9.773298e+00
9.900000e-07	1.059065e+03	-8.592276e+00
1.000000e-06	1.343204e+03	-7.481603e+00
1.010000e-06	1.626114e+03	-6.239812e+00
1.020000e-06	1.908682e+03	-4.870428e+00
1.030000e-06	2.191370e+03	-3.512341e+00
1.040000e-06	2.473917e+03	-2.189972e+00
1.050000e-06	2.755715e+03	-7.680207e-01
1.060000e-06	3.036336e+03	8.180589e-01
1.070000e-06	3.315721e+03	2.399458e+00
1.080000e-06	3.594017e+03	3.745045e+00
1.090000e-06	3.871388e+03	4.861730e+00
1.100000e-06	4.147998e+03	6.014367e+00
1.110000e-06	4.424013e+03	7.415624e+00
1.120000e-06	4.699446e+03	8.981180e+00
1.130000e-06	4.973935e+03	1.046565e+01
1.140000e-06	5.246733e+03	1.178978e+01
1.150000e-06	5.517097e+03	1.312075e+01
1.160000e-06	5.784811e+03	1.460957e+01
1.170000e-06	6.050400e+03	1.615625e+01
1.180000e-06	6.314779e+03	1.752958e+01
1.190000e-06	6.578565e+03	1.868014e+01
1.200000e-06	6.841653e+03	1.981955e+01
1.210000e-06	7.103416e+03	2.115672e+01
1.220000e-06	7.363358e+03	2.264453e+01
1.230000e-06	7.621562e+03	2.406861e+01
1.240000e-06	7.878417e+03	2.534215e+01
1.250000e-06	8.133841e+03	2.660147e+01
1.260000e-06	8.386808e+03	2.798650e+01
1.270000e-06	8.635831e+03	2.942679e+01
1.280000e-06	8.880135e+03	3.073339e+01
1.290000e-06	9.120419e+03	3.186032e+01
1.300000e-06	9.358408e+03	3.296458e+01
1.310000e-06	9.595484e+03	3.418599e+01
1.320000e-06	9.831668e+03	3.546727e+01
1.330000e-06	1.006589e+04	3.667110e+01
1.340000e-06	1.029720e+04	3.781376e+01
1.350000e-06	1.052570e+04	3.905637e+01
1.360000e-06	1.075218e+04	4.044518e+01
1.370000e-06	1.097699e+04	4.178167e+01
1.380000e-06	1.119940e+04	4.285252e+01
1.390000e-06	1.141810e+04	4.373557e+01
1.400000e-06	1.163239e+04	4.474259e+01
1.410000e-06	1.184288e+04	4.602776e+01
1.420000e-06	1.205089e+04	4.737063e+01
1.430000e-06	1.225724e+04	4.845040e+01
1.440000e-06	1.246145e+04	4.927608e+01
1.450000e-06	1.266195e+04	5.019572e+01
1.460000e-06	1.285724e+04	5.144227e+01
1.470000e-06	1.304684e+04	5.280032e+01
1.480000e-06	1.323165e+04	5.384977e+01
1.490000e-06	1.341329e+04	5.449468e+01
1.500000e-06	1.359310e+04	5.509717e+01
1.510000e-06	1.377131e+04	5.603611e+01
1.520000e-06	1.394703e+04	5.725356e+01
1.530000e-06	1.411908e+04	5.836145e+01
1.540000e-06	1.428685e+04	5.914602e+01
1.550000e-06	1.445059e+04	5.980405e+01
1.560000e-06	1.461079e+04	6.062985e+01
1.570000e-06	1.476732e+04	6.160953e+01
1.580000e-06	1.491919e+04	6.247463e+01
1.590000e-06	1.506526e+04	6.311270e+01
1.600000e-06	1.520509e+04	6.374028e+01
1.610000e-06	1.533924e+04	6.459005e+01
1.620000e-06	1.546883e+04	6.555825e+01
1.630000e-06	1.559482e+04	6.632609e+01
1.640000e-06	1.571774e+04	6.680415e+01
1.650000e-06	1.583766e+04	6.727654e+01
1.660000e-06	1.595431e+04	6.801895e+01
1.670000e-06	1.606711e+04	6.890299e+01
1.680000e-06	1.617555e+04	6.954708e+01
1.690000e-06	1.627970e+04	6.983191e+01
1.700000e-06	1.638034e+04	7.007558e+01
1.710000e-06	1.647818e+04	7.060570e+01
1.720000e-06	1.657270e+04	7.129956e+01
1.730000e-06	1.666200e+04	7.173843e+01
1.740000e-06	1.674426e+04	7.179474e+01
1.750000e-06	1.681949e+04	7.185199e+01
1.760000e-06	1.688974e+04	7.232316e+01
1.770000e-06	1.695719e+04	7.309198e+01
1.780000e-06	1.702198e+04	7.364567e+01
1.790000e-06	1.708216e+04	7.375256e+01
1.800000e-06	1.713596e+04	7.377726e+01
1.810000e-06	1.718393e+04	7.418027e+01
1.820000e-06	1.722855e+04	7.485617e+01
1.830000e-06	1.727150e+04	7.522765e+01
1.840000e-06	1.731175e+04	7.502148e+01
1.850000e-06	1.734645e+04	7.469910e+01
1.860000e-06	1.737382e+04	7.491435e+01
1.870000e-06	1.739480e+04	7.565854e+01
1.880000e-06	1.741175e+04	7.622472e+01
1.890000e-06	1.742578e+04	7.609145e+01
1.900000e-06	1.743579e+04	7.560056e+01
1.910000e-06	1.744012e+04	7.552191e+01
1.920000e-06	1.743876e+04	7.603679e+01
1.930000e-06	1.743344e+04	7.646931e+01
1.940000e-06	1.742568e+04	7.616354e+01
1.950000e-06	1.741521e+04	7.540409e+01
1.960000e-06	1.740063e+04	7.515875e+01
1.970000e-06	1.738116e+04	7.588902e+01
1.980000e-06	1.735714e+04	7.688081e+01
1.990000e-06	1.732856e+04	7.695077e+01
2.000000e-06	1.729380e+04	7.572331e+01
2.010000e-06	1.725057e+04	7.401375e+01
2.020000e-06	1.719867e+04	7.296146e+01
2.030000e-06	1.714137e+04	7.298830e+01
2.040000e-06	1.708333e+04	7.368168e+01
2.050000e-06	1.702672e+04	7.446400e+01
2.060000e-06	1.696932e+04	7.508608e+01
2.070000e-06	1.690643e+04	7.550229e+01
2.080000e-06	1.683494e+04	7.562635e+01
2.090000e-06	1.675558e+04	7.547822e+01
2.100000e-06	1.667165e+04	7.542278e+01
2.110000e-06	1.658589e+04	7.589116e+01
2.120000e-06	1.649845e+04	7.673201e+01
2.130000e-06	1.640745e+04	7.708985e+01
2.140000e-06	1.631078e+04	7.622990e+01
2.150000e-06	1.620753e+04	7.447441e+01
2.160000e-06	1.609816e+04	7.305947e+01
2.170000e-06	1.598396e+04	7.291550e+01
2.180000e-06	1.586649e+04	7.372090e+01
2.190000e-06	1.574672e+04	7.433449e+01
2.200000e-06	1.562432e+04	7.408703e+01
2.210000e-06	1.549748e+04	7.340004e+01
2.220000e-06	1.536391e+04	7.306728e+01
2.230000e-06	1.522261e+04	7.318501e+01
2.240000e-06	1.507476e+04	7.308098e+01
2.250000e-06	1.492286e+04	7.226020e+01
2.260000e-06	1.476870e+04	7.109795e+01
2.270000e-06	1.461216e+04	7.039011e+01
2.280000e-06	1.445182e+04	7.036467e+01
2.290000e-06	1.428674e+04	7.042068e+01
2.300000e-06	1.411754e+04	6.988948e+01
2.310000e-06	1.394578e+04	6.882115e+01
2.320000e-06	1.377232e+04	6.783709e+01
2.330000e-06	1.359633e+04	6.732483e+01
2.340000e-06	1.341578e+04	6.703566e+01
2.350000e-06	1.322894e+04	6.652414e+01
2.360000e-06	1.303551e+04	6.575394e+01
2.370000e-06	1.283668e+04	6.506191e+01
2.380000e-06	1.263410e+04	6.460563e+01
2.390000e-06	1.242898e+04	6.410325e+01
2.400000e-06	1.222162e+04	6.321789e+01
2.410000e-06	1.201180e+04	6.203329e+01
2.420000e-06	1.179934e+04	6.096190e+01
2.430000e-06	1.158429e+04	6.022449e+01
2.440000e-06	1.136671e+04	5.961467e+01
2.450000e-06	1.114641e+04	5.883959e+01
2.460000e-06	1.092306e+04	5.792911e+01
2.470000e-06	1.069667e+04	5.714086e+01
2.480000e-06	1.046791e+04	5.652345e+01
2.490000e-06	1.023781e+04	5.578853e+01
2.500000e-06	1.000688e+04	5.470091e+01
2.510000e-06	9.774616e+03	5.344731e+01
2.520000e-06	9.539693e+03	5.244378e+01
2.530000e-06	9.300828e+03	5.180882e+01
2.540000e-06	9.057436e+03	5.120729e+01
2.550000e-06	8.809640e+03	5.028719e+01
2.560000e-06	8.557887e+03	4.913138e+01
2.570000e-06	8.302739e+03	4.812048e+01
2.580000e-06	8.044996e+03	4.739573e+01
2.590000e-06	7.785728e+03	4.665142e+01
2.600000e-06	7.525861e+03	4.554025e+01
2.610000e-06	7.265574e+03	4.414598e+01
2.620000e-06	7.004159e+03	4.288736e+01
2.630000e-06	6.740615e+03	4.198477e+01
2.640000e-06	6.474451e+03	4.120422e+01
2.650000e-06	6.205991e+03	4.020721e+01
2.660000e-06	5.935968e+03	3.901217e+01
2.670000e-06	5.664919e+03	3.793529e+01
2.680000e-06	5.392951e+03	3.710639e+01
2.690000e-06	5.119922e+03	3.624694e+01
2.700000e-06	4.845677e+03	3.503864e+01
2.710000e-06	4.570094e+03	3.358755e+01
2.720000e-06	4.293050e+03	3.233171e+01
2.730000e-06	4.014514e+03	3.148161e+01
2.740000e-06	3.734689e+03	3.072904e+01
2.750000e-06	3.453963e+03	2.962668e+01
2.760000e-06	3.172615e+03	2.815584e+01
2.770000e-06	2.890607e+03	2.674172e+01
2.780000e-06	2.607723e+03	2.569587e+01
2.790000e-06	2.323929e+03	2.481456e+01
2.800000e-06	2.039545e+03	2.365229e+01
2.810000e-06	1.754991e+03	2.210416e+01
2.820000e-06	1.470378e+03	2.053858e+01
2.830000e-06	1.185420e+03	1.932273e+01
2.840000e-06	8.998022e+02	1.836891e+01
2.850000e-06	6.136540e+02	1.727328e+01
2.860000e-06	3.276101e+02	1.583134e+01
2.870000e-06	4.232956e+01	1.425153e+01
2.880000e-06	-2.421278e+02	1.283213e+01
2.890000e-06	-5.264640e+02	1.157932e+01
2.900000e-06	-8.115880e+02	1.027175e+01
2.910000e-06	-1.097719e+03	8.828985e+00
2.920000e-06	-1.383920e+03	7.432645e+00
2.930000e-06	-1.668589e+03	6.227303e+00
2.940000e-06	-1.950669e+03	5.044814e+00
2.950000e-06	-2.230581e+03	3.580769e+00
2.960000e-06	-2.510005e+03	1.818791e+00
2.970000e-06	-2.790541e+03	1.202854e-01
2.980000e-06	-3.072380e+03	-1.187928e+00
2.990000e-06	-3.354170e+03	-2.225310e+00
3.000000e-06	-3.634199e+03	-3.435772e+00
3.010000e-06	-3.911792e+03	-5.065484e+00
3.020000e-06	-4.187640e+03	-6.877014e+00
3.030000e-06	-4.462864e+03	-8.436725e+00
3.040000e-06	-4.737876e+03	-9.609185e+00
3.050000e-06	-5.012124e+03	-1.067512e+01
3.060000e-06	-5.284851e+03	-1.198545e+01
3.070000e-06	-5.555907e+03	-1.360249e+01
3.080000e-06	-5.825790e+03	-1.531245e+01
3.090000e-06	-6.094967e+03	-1.689865e+01
3.100000e-06	-6.363271e+03	-1.831306e+01
3.110000e-06	-6.629970e+03	-1.962140e+01
3.120000e-06	-6.894354e+03	-2.090287e+01
3.130000e-06	-7.156289e+03	-2.224387e+01
3.140000e-06	-7.416301e+03	-2.373191e+01
3.150000e-06	-7.675187e+03	-2.534975e+01
3.160000e-06	-7.933370e+03	-2.690142e+01
3.170000e-06	-8.190337e+03	-2.816292e+01
3.180000e-06	-8.444554e+03	-2.915959e+01
3.190000e-06	-8.694130e+03	-3.021713e+01
3.200000e-06	-8.937984e+03	-3.164035e+01
3.210000e-06	-9.176678e+03	-3.335171e+01
3.220000e-06	-9.412121e+03	-3.493853e+01
3.230000e-06	-9.646233e+03	-3.609488e+01
3.240000e-06	-9.879679e+03	-3.695206e+01
3.250000e-06	-1.011176e+04	-3.790870e+01
3.260000e-06	-1.034147e+04	-3.917455e+01
3.270000e-06	-1.056855e+04	-4.057592e+01
3.280000e-06	-1.079344e+04	-4.182321e+01
3.290000e-06	-1.101635e+04	-4.286994e+01
3.300000e-06	-1.123657e+04	-4.392254e+01
3.310000e-06	-1.145288e+04	-4.513977e+01
3.320000e-06	-1.166479e+04	-4.643890e+01
3.330000e-06	-1.187327e+04	-4.763399e+01
3.340000e-06	-1.208020e+04	-4.867650e+01
3.350000e-06	-1.228693e+04	-4.967184e+01
3.360000e-06	-1.249310e+04	-5.069361e+01
3.370000e-06	-1.269664e+04	-5.169132e+01
3.380000e-06	-1.289493e+04	-5.261479e+01
3.390000e-06	-1.308631e+04	-5.354003e+01
3.400000e-06	-1.327102e+04	-5.458017e+01
3.410000e-06	-1.345095e+04	-5.569833e+01
3.420000e-06	-1.362841e+04	-5.671086e+01
3.430000e-06	-1.380460e+04	-5.751084e+01
3.440000e-06	-1.397895e+04	-5.821332e+01
3.450000e-06	-1.414971e+04	-5.900812e+01
3.460000e-06	-1.431540e+04	-5.990777e+01
3.470000e-06	-1.447595e+04	-6.073833e+01
3.480000e-06	-1.463260e+04	-6.139466e+01
3.490000e-06	-1.478666e+04	-6.201002e+01
3.500000e-06	-1.493826e+04	-6.279466e+01
3.510000e-06	-1.508608e+04	-6.375238e+01
3.520000e-06	-1.522827e+04	-6.466239e+01
3.530000e-06	-1.536385e+04	-6.535849e+01
3.540000e-06	-1.549334e+04	-6.592928e+01
3.550000e-06	-1.561826e+04	-6.656961e+01
3.560000e-06	-1.573997e+04	-6.729580e+01
3.570000e-06	-1.585864e+04	-6.792758e+01
3.580000e-06	-1.597322e+04	-6.836489e+01
3.590000e-06	-1.608239e+04	-6.876444e+01
3.600000e-06	-1.618554e+04	-6.934746e+01
3.610000e-06	-1.628313e+04	-7.008805e+01
3.620000e-06	-1.637607e+04	-7.071965e+01
3.630000e-06	-1.646485e+04	-7.107424e+01
3.640000e-06	-1.654936e+04	-7.130406e+01
3.650000e-06	-1.662940e+04	-7.168130e+01
