  -1.9647124e+00  -1.9463223e-09
  -1.9592538e+00  -1.9422634e-09
  -1.9530529e+00  -1.9377206e-09
  -1.9457279e+00  -1.9326953e-09
  -1.9369942e+00  -1.9271890e-09
  -1.9283240e+00  -1.9212033e-09
  -1.9198859e+00  -1.9147401e-09
  -1.9105135e+00  -1.9078009e-09
  -1.9002980e+00  -1.9003878e-09
  -1.8896657e+00  -1.8925026e-09
  -1.8789805e+00  -1.8841474e-09
  -1.8674034e+00  -1.8753244e-09
  -1.8549607e+00  -1.8660358e-09
  -1.8423217e+00  -1.8562838e-09
  -1.8296324e+00  -1.8460709e-09
  -1.8163904e+00  -1.8353996e-09
  -1.8021303e+00  -1.8242725e-09
  -1.7875494e+00  -1.8126921e-09
  -1.7726634e+00  -1.8006613e-09
  -1.7572774e+00  -1.7881829e-09
  -1.7412771e+00  -1.7752598e-09
  -1.7245568e+00  -1.7618950e-09
  -1.7074367e+00  -1.7480916e-09
  -1.6898550e+00  -1.7338528e-09
  -1.6718254e+00  -1.7191819e-09
  -1.6534491e+00  -1.7040822e-09
  -1.6346904e+00  -1.6885571e-09
  -1.6153149e+00  -1.6726103e-09
  -1.5954276e+00  -1.6562454e-09
  -1.5752981e+00  -1.6394659e-09
  -1.5546790e+00  -1.6222758e-09
  -1.5336628e+00  -1.6046790e-09
  -1.5123517e+00  -1.5866793e-09
  -1.4907457e+00  -1.5682809e-09
  -1.4686408e+00  -1.5494878e-09
  -1.4458011e+00  -1.5303044e-09
  -1.4226323e+00  -1.4823160e-09
  -1.3992562e+00  -1.3598087e-09
  -1.3754232e+00  -1.2671473e-09
  -1.3512000e+00  -1.3129196e-09
  -1.3267462e+00  -1.3719481e-09
  -1.3019142e+00  -1.3181154e-09
  -1.2766917e+00  -1.2253953e-09
  -1.2511346e+00  -1.2097616e-09
  -1.2251760e+00  -1.2405593e-09
  -1.1989060e+00  -1.2206757e-09
  -1.1723924e+00  -1.1523493e-09
  -1.1456695e+00  -1.1093724e-09
  -1.1187287e+00  -1.1104857e-09
  -1.0914053e+00  -1.1060088e-09
  -1.0637725e+00  -1.0613035e-09
  -1.0360000e+00  -1.0032658e-09
  -1.0078641e+00  -9.7442241e-10
  -9.7926594e-01  -9.6681068e-10
  -9.5049293e-01  -9.3345013e-10
  -9.2166456e-01  -8.7581935e-10
  -8.9257071e-01  -8.4923077e-10
  -8.6323732e-01  -8.6151710e-10
  -8.3353595e-01  -8.5006204e-10
  -8.0341329e-01  -7.8325191e-10
  -7.7313677e-01  -7.0933122e-10
  -7.4272940e-01  -6.8784364e-10
  -7.1216595e-01  -6.9049521e-10
  -6.8137556e-01  -6.6707446e-10
