   4.1438599e+03   1.6012961e+01   3.4647109e-01
   4.2378066e+03   1.6836025e+01   3.6427966e-01
   4.3306961e+03   1.7685778e+01   3.8266569e-01
   4.4225706e+03   1.8462423e+01   3.9946990e-01
   4.5133682e+03   1.9096898e+01   4.1319798e-01
   4.6029602e+03   1.9597677e+01   4.2403330e-01
   4.6911050e+03   2.0214632e+01   4.3738229e-01
   4.7779443e+03   2.0995140e+01   4.5427008e-01
   4.8634032e+03   2.1764592e+01   4.7091865e-01
   4.9475433e+03   2.2530699e+01   4.8749484e-01
   5.0304756e+03   2.3198638e+01   5.0194699e-01
   5.1122998e+03   2.3714185e+01   5.1310182e-01
   5.1928143e+03   2.4270307e+01   5.2513459e-01
   5.2718683e+03   2.4944098e+01   5.3971334e-01
   5.3496125e+03   2.5674540e+01   5.5551786e-01
   5.4260028e+03   2.6291059e+01   5.6885744e-01
   5.5008816e+03   2.6798693e+01   5.7984108e-01
   5.5740362e+03   2.7386126e+01   5.9255130e-01
   5.6457037e+03   2.7949566e+01   6.0474241e-01
   5.7156715e+03   2.8419361e+01   6.1490732e-01
   5.7836758e+03   2.8956565e+01   6.2653076e-01
   5.8501882e+03   2.9504782e+01   6.3839248e-01
   5.9153425e+03   2.9981463e+01   6.4870639e-01
   5.9787392e+03   3.0470091e+01   6.5927881e-01
   6.0406000e+03   3.0989171e+01   6.7051009e-01
   6.1010337e+03   3.1543997e+01   6.8251481e-01
   6.1597299e+03   3.2017162e+01   6.9275265e-01
   6.2168437e+03   3.2393293e+01   7.0089096e-01
   6.2726099e+03   3.2807403e+01   7.0985101e-01
   6.3267564e+03   3.3270027e+01   7.1986078e-01
   6.3790081e+03   3.3726680e+01   7.2974133e-01
   6.4294313e+03   3.4168693e+01   7.3930515e-01
   6.4782211e+03   3.4608932e+01   7.4883056e-01
   6.5253643e+03   3.5029726e+01   7.5793523e-01
   6.5705375e+03   3.5365915e+01   7.6520934e-01
   6.6136030e+03   3.5616493e+01   7.7063106e-01
   6.6548578e+03   3.5921234e+01   7.7722472e-01
   6.6944881e+03   3.6344718e+01   7.8638762e-01
   6.7322990e+03   3.6798895e+01   7.9621459e-01
   6.7682681e+03   3.7216680e+01   8.0525419e-01
   6.8027678e+03   3.7570334e+01   8.1290616e-01
   6.8357452e+03   3.7827217e+01   8.1846433e-01
   6.8669075e+03   3.8034969e+01   8.2295944e-01
   6.8962925e+03   3.8276263e+01   8.2818029e-01
   6.9236076e+03   3.8553289e+01   8.3417428e-01
   6.9488638e+03   3.8808586e+01   8.3969811e-01
   6.9724313e+03   3.9034702e+01   8.4459056e-01
   6.9940152e+03   3.9258132e+01   8.4942490e-01
   7.0135337e+03   3.9465592e+01   8.5391369e-01
   7.0312660e+03   3.9683211e+01   8.5862230e-01
   7.0469926e+03   3.9921403e+01   8.6377605e-01
   7.0608597e+03   4.0159416e+01   8.6892592e-01
   7.0729406e+03   4.0397138e+01   8.7406949e-01
   7.0830381e+03   4.0625807e+01   8.7901718e-01
   7.0913669e+03   4.0826606e+01   8.8336184e-01
   7.0979229e+03   4.0990306e+01   8.8690381e-01
   7.1026372e+03   4.1058590e+01   8.8838127e-01
   7.1056139e+03   4.1130806e+01   8.8994380e-01
   7.1067093e+03   4.1348409e+01   8.9465206e-01
   7.1057657e+03   4.1565545e+01   8.9935021e-01
   7.1029849e+03   4.1657077e+01   9.0133067e-01
   7.0982694e+03   4.1684811e+01   9.0193076e-01
   7.0916723e+03   4.1710161e+01   9.0247925e-01
   7.0833487e+03   4.1627923e+01   9.0069986e-01
   7.0725257e+03   4.1204709e+01   8.9154282e-01
   7.0599376e+03   4.1137258e+01   8.9008340e-01
   7.0473123e+03   4.1632846e+01   9.0080639e-01
   7.0303893e+03   4.1617167e+01   9.0046714e-01
   7.0084299e+03   4.2087116e+01   9.1063538e-01
   6.9865285e+03   4.4701666e+01   9.6720619e-01
   6.9659198e+03   4.4232812e+01   9.5706165e-01
   6.9442128e+03   3.9646339e+01   8.5782450e-01
   6.9197473e+03   3.8609093e+01   8.3538169e-01
   6.8905263e+03   4.2902623e+01   9.2828045e-01
   6.8592196e+03   4.6217308e+01   1.0000000e+00
   6.8299544e+03   4.2575291e+01   9.2119799e-01
   6.7981645e+03   3.6837246e+01   7.9704440e-01
   6.7630208e+03   3.7332088e+01   8.0775124e-01
   6.7262101e+03   4.3186164e+01   9.3441541e-01
   6.6886326e+03   4.4716017e+01   9.6751670e-01
   6.6483966e+03   3.8452545e+01   8.3199448e-01
   6.6047914e+03   3.5111573e+01   7.5970615e-01
   6.5599048e+03   4.1151863e+01   8.9039941e-01
   6.5141072e+03   4.5599988e+01   9.8664310e-01
   6.4675301e+03   3.9542231e+01   8.5557192e-01
   6.4176314e+03   3.3676500e+01   7.2865561e-01
   6.3657769e+03   3.8431633e+01   8.3154201e-01
   6.3133488e+03   4.4460592e+01   9.6199009e-01
   6.2590261e+03   4.0630344e+01   8.7911533e-01
   6.2028594e+03   3.4426340e+01   7.4487982e-01
   6.1450239e+03   3.6281410e+01   7.8501782e-01
   6.0858275e+03   4.1164066e+01   8.9066343e-01
   6.0246547e+03   4.0197699e+01   8.6975423e-01
   5.9613164e+03   3.6158577e+01   7.8236008e-01
   5.8965529e+03   3.5661597e+01   7.7160698e-01
   5.8304398e+03   3.7835543e+01   8.1864447e-01
   5.7623037e+03   3.8533694e+01   8.3375030e-01
   5.6923809e+03   3.7098428e+01   8.0269557e-01
   5.6217465e+03   3.5446477e+01   7.6695243e-01
   5.5494860e+03   3.5174114e+01   7.6105936e-01
   5.4749759e+03   3.6335074e+01   7.8617895e-01
   5.3993794e+03   3.6658860e+01   7.9318467e-01
   5.3228989e+03   3.4829376e+01   7.5360027e-01
   5.2450069e+03   3.3382754e+01   7.2229984e-01
   5.1654326e+03   3.4465569e+01   7.4572863e-01
   5.0848964e+03   3.5561766e+01   7.6944694e-01
   5.0032546e+03   3.3989950e+01   7.3543769e-01
   4.9195009e+03   3.2010910e+01   6.9261737e-01
   4.8338587e+03   3.2420119e+01   7.0147138e-01
   4.7471592e+03   3.3537788e+01   7.2565429e-01
   4.6594161e+03   3.2780504e+01   7.0926900e-01
   4.5700197e+03   3.1231764e+01   6.7575906e-01
   4.4794154e+03   3.0983434e+01   6.7038596e-01
   4.3879289e+03   3.1489122e+01   6.8132749e-01
   4.2951461e+03   3.1188924e+01   6.7483212e-01
   4.2013570e+03   3.0250943e+01   6.5453712e-01
   4.1068188e+03   2.9732832e+01   6.4332678e-01
   4.0110553e+03   2.9715370e+01   6.4294896e-01
   3.9139531e+03   2.9537215e+01   6.3909424e-01
   3.8159134e+03   2.8890232e+01   6.2509553e-01
   3.7171002e+03   2.8110132e+01   6.0821656e-01
   3.6170461e+03   2.7644775e+01   5.9814768e-01
   3.5156135e+03   2.7522417e+01   5.9550022e-01
   3.4133763e+03   2.7318942e+01   5.9109764e-01
   3.3103635e+03   2.6729131e+01   5.7833596e-01
   3.2063378e+03   2.6002070e+01   5.6260460e-01
   3.1015319e+03   2.5592110e+01   5.5373433e-01
   2.9957776e+03   2.5454291e+01   5.5075236e-01
   2.8889441e+03   2.5072593e+01   5.4249359e-01
   2.7814189e+03   2.4411184e+01   5.2818274e-01
   2.6733198e+03   2.3925061e+01   5.1766454e-01
   2.5643896e+03   2.3579345e+01   5.1018430e-01
   2.4547525e+03   2.3070850e+01   4.9918204e-01
   2.3447783e+03   2.2515877e+01   4.8717414e-01
   2.2345626e+03   2.2099043e+01   4.7815513e-01
   2.1236446e+03   2.1657189e+01   4.6859479e-01
   2.0117470e+03   2.1059264e+01   4.5565753e-01
   1.8994104e+03   2.0471974e+01   4.4295037e-01
   1.7867946e+03   1.9934188e+01   4.3131436e-01
   1.6735429e+03   1.9314357e+01   4.1790313e-01
   1.5596550e+03   1.8640309e+01   4.0331880e-01
   1.4455188e+03   1.7979831e+01   3.8902810e-01
   1.3309705e+03   1.7415897e+01   3.7682629e-01
   1.2159390e+03   1.6945589e+01   3.6665027e-01
   1.1007168e+03   1.6475478e+01   3.5647852e-01
   9.8543254e+02   1.5933999e+01   3.4476261e-01
   8.7005746e+02   1.5228135e+01   3.2948988e-01
   7.5442534e+02   1.4471212e+01   3.1311240e-01
   6.3869784e+02   1.3885656e+01   3.0044278e-01
   5.2302126e+02   1.3392310e+01   2.8976829e-01
   4.0734259e+02   1.2829970e+01   2.7760099e-01
   2.9155093e+02   1.2202315e+01   2.6402047e-01
   1.7566835e+02   1.1578891e+01   2.5053150e-01
   5.9590711e+01   1.0912074e+01   2.3610362e-01
  -5.6695220e+01   1.0121630e+01   2.1900087e-01
  -1.7313175e+02   9.4115342e+00   2.0363657e-01
  -2.8963711e+02   8.8804615e+00   1.9214580e-01
  -4.0590334e+02   8.3326538e+00   1.8029293e-01
  -5.2203877e+02   7.6639297e+00   1.6582380e-01
  -6.3820066e+02   6.9377068e+00   1.5011058e-01
  -7.5414322e+02   6.2408621e+00   1.3503301e-01
  -8.6974898e+02   5.5957432e+00   1.2107462e-01
  -9.8510864e+02   4.9854802e+00   1.0787042e-01
  -1.1002091e+03   4.3468624e+00   9.4052696e-02
  -1.2149417e+03   3.5824175e+00   7.7512467e-02
  -1.3292842e+03   2.7709049e+00   5.9953836e-02
  -1.4433408e+03   2.0308444e+00   4.3941210e-02
  -1.5571182e+03   1.3516370e+00   2.9245256e-02
  -1.6706007e+03   6.6528058e-01   1.4394620e-02
  -1.7838019e+03   2.5487448e-02   5.5146976e-04
  -1.8965755e+03  -5.9390530e-01  -1.2850279e-02
  -2.0088902e+03  -1.3954071e+00  -3.0192307e-02
  -2.1207019e+03  -2.3135830e+00  -5.0058802e-02
  -2.2316871e+03  -3.0813434e+00  -6.6670769e-02
  -2.3419342e+03  -3.6892107e+00  -7.9823142e-02
  -2.4518466e+03  -4.3095983e+00  -9.3246416e-02
  -2.5613447e+03  -5.0727192e+00  -1.0975800e-01
  -2.6698811e+03  -5.8497491e+00  -1.2657053e-01
  -2.7775574e+03  -6.5438675e+00  -1.4158911e-01
  -2.8845136e+03  -7.2733112e+00  -1.5737202e-01
  -2.9903196e+03  -8.0097213e+00  -1.7330567e-01
  -3.0952434e+03  -8.6875917e+00  -1.8797269e-01
  -3.1996442e+03  -9.3600703e+00  -2.0252305e-01
  -3.3032982e+03  -1.0085565e+01  -2.1822052e-01
  -3.4061256e+03  -1.0858814e+01  -2.3495126e-01
  -3.5081839e+03  -1.1615117e+01  -2.5131530e-01
  -3.6094268e+03  -1.2270424e+01  -2.6549413e-01
  -3.7095395e+03  -1.2938964e+01  -2.7995928e-01
  -3.8084931e+03  -1.3744242e+01  -2.9738302e-01
  -3.9065447e+03  -1.4617879e+01  -3.1628583e-01
  -4.0036765e+03  -1.5390301e+01  -3.3299866e-01
  -4.0997668e+03  -1.6027244e+01  -3.4678012e-01
  -4.1944788e+03  -1.6713486e+01  -3.6162829e-01
  -4.2878276e+03  -1.7508149e+01  -3.7882234e-01
  -4.3801458e+03  -1.8232428e+01  -3.9449351e-01
  -4.4714315e+03  -1.8808025e+01  -4.0694766e-01
  -4.5612833e+03  -1.9422176e+01  -4.2023598e-01
  -4.6496325e+03  -2.0164994e+01  -4.3630829e-01
  -4.7368181e+03  -2.0847183e+01  -4.5106875e-01
  -4.8230440e+03  -2.1431091e+01  -4.6370272e-01
  -4.9080225e+03  -2.2098180e+01  -4.7813646e-01
  -4.9915870e+03  -2.2865838e+01  -4.9474621e-01
  -5.0739148e+03  -2.3541773e+01  -5.0937137e-01
  -5.1546360e+03  -2.4003028e+01  -5.1935150e-01
  -5.2337637e+03  -2.4380847e+01  -5.2752635e-01
  -5.3116990e+03  -2.4913934e+01  -5.3906069e-01
  -5.3883623e+03  -2.5700059e+01  -5.5607003e-01
  -5.4636648e+03  -2.6519568e+01  -5.7380166e-01
  -5.5374205e+03  -2.7133136e+01  -5.8707739e-01
  -5.6096248e+03  -2.7563105e+01  -5.9638059e-01
  -5.6804440e+03  -2.8024375e+01  -6.0636106e-01
  -5.7495059e+03  -2.8713742e+01  -6.2127682e-01
  -5.8168679e+03  -2.9452711e+01  -6.3726583e-01
  -5.8827161e+03  -2.9986229e+01  -6.4880952e-01
  -5.9471017e+03  -3.0350004e+01  -6.5668049e-01
  -6.0099404e+03  -3.0691682e+01  -6.6407335e-01
  -6.0712189e+03  -3.1169648e+01  -6.7441505e-01
  -6.1310636e+03  -3.1801518e+01  -6.8808678e-01
  -6.1891088e+03  -3.2397757e+01  -7.0098754e-01
  -6.2453767e+03  -3.2881741e+01  -7.1145947e-01
  -6.3000399e+03  -3.3261709e+01  -7.1968081e-01
  -6.3530055e+03  -3.3588628e+01  -7.2675432e-01
  -6.4043223e+03  -3.3949551e+01  -7.3456358e-01
  -6.4539682e+03  -3.4349374e+01  -7.4321453e-01
  -6.5018190e+03  -3.4809989e+01  -7.5318081e-01
  -6.5478546e+03  -3.5292593e+01  -7.6362287e-01
  -6.5920486e+03  -3.5660289e+01  -7.7157868e-01
  -6.6345826e+03  -3.5868938e+01  -7.7609319e-01
  -6.6753770e+03  -3.6083607e+01  -7.8073798e-01
  -6.7140019e+03  -3.6525067e+01  -7.9028980e-01
  -6.7507605e+03  -3.7065619e+01  -8.0198569e-01
  -6.7859456e+03  -3.7433238e+01  -8.0993983e-01
  -6.8194775e+03  -3.7605199e+01  -8.1366054e-01
  -6.8512830e+03  -3.7763869e+01  -8.1709366e-01
  -6.8813200e+03  -3.8065787e+01  -8.2362624e-01
  -6.9096505e+03  -3.8412829e+01  -8.3113515e-01
  -6.9360464e+03  -3.8668998e+01  -8.3667787e-01
  -6.9605030e+03  -3.8849089e+01  -8.4057447e-01
  -6.9832687e+03  -3.9018027e+01  -8.4422977e-01
  -7.0040908e+03  -3.9228765e+01  -8.4878949e-01
  -7.0229361e+03  -3.9459381e+01  -8.5377931e-01
  -7.0400306e+03  -3.9674792e+01  -8.5844015e-01
  -7.0550906e+03  -3.9883075e+01  -8.6294673e-01
  -7.0681803e+03  -4.0053423e+01  -8.6663255e-01
  -7.0793887e+03  -4.0189392e+01  -8.6957449e-01
  -7.0884783e+03  -4.0334735e+01  -8.7271927e-01
  -7.0957993e+03  -4.0511784e+01  -8.7655007e-01
