  -1.9661105e+00  -2.5468890e-09
  -1.9606784e+00  -2.5342026e-09
  -1.9548337e+00  -2.5207271e-09
  -1.9479465e+00  -2.5064656e-09
  -1.9396680e+00  -2.4914213e-09
  -1.9307128e+00  -2.4755977e-09
  -1.9222565e+00  -2.4589985e-09
  -1.9133160e+00  -2.4416277e-09
  -1.9034726e+00  -2.4234892e-09
  -1.8930232e+00  -2.4045875e-09
  -1.8824755e+00  -2.3849270e-09
  -1.8713374e+00  -2.3645127e-09
  -1.8592298e+00  -2.3433493e-09
  -1.8468075e+00  -2.3214422e-09
  -1.8341440e+00  -2.2987968e-09
  -1.8211974e+00  -2.2754186e-09
  -1.8072791e+00  -2.2513135e-09
  -1.7927332e+00  -2.2264876e-09
  -1.7779304e+00  -2.2009471e-09
  -1.7625791e+00  -2.1746986e-09
  -1.7466883e+00  -2.1477487e-09
  -1.7302697e+00  -2.1201043e-09
  -1.7134177e+00  -2.0917727e-09
  -1.6959156e+00  -2.0627611e-09
  -1.6779192e+00  -2.0330772e-09
  -1.6597583e+00  -2.0027286e-09
  -1.6412674e+00  -1.9717235e-09
  -1.6221825e+00  -1.9400700e-09
  -1.6025100e+00  -1.9077765e-09
  -1.5825489e+00  -1.8748517e-09
  -1.5621417e+00  -1.8413045e-09
  -1.5411955e+00  -1.8071439e-09
  -1.5199677e+00  -1.7723793e-09
  -1.4985056e+00  -1.7370201e-09
  -1.4765573e+00  -1.7010761e-09
  -1.4539438e+00  -1.6645572e-09
  -1.4309760e+00  -1.6274736e-09
  -1.4077463e+00  -1.5898356e-09
  -1.3841068e+00  -1.5516538e-09
  -1.3600506e+00  -1.5129391e-09
  -1.3357770e+00  -1.4737025e-09
  -1.3112641e+00  -1.4339551e-09
  -1.2863073e+00  -1.3972734e-09
  -1.2608332e+00  -1.3441861e-09
  -1.2349570e+00  -1.2791513e-09
  -1.2088034e+00  -1.2687587e-09
  -1.1823502e+00  -1.2789965e-09
  -1.1556346e+00  -1.1845258e-09
  -1.1286888e+00  -1.0465758e-09
  -1.1014619e+00  -1.0533795e-09
  -1.0739652e+00  -1.1169191e-09
  -1.0463174e+00  -1.0174731e-09
  -1.0183135e+00  -8.6356649e-10
  -9.8984281e-01  -8.6329095e-10
  -9.6119614e-01  -9.1687651e-10
  -9.3245206e-01  -8.3624348e-10
  -9.0337257e-01  -7.0000046e-10
  -8.7397377e-01  -6.7922690e-10
  -8.4434110e-01  -7.1620819e-10
  -8.1440702e-01  -6.5833092e-10
  -7.8424138e-01  -5.5134810e-10
  -7.5401096e-01  -5.2401366e-10
  -7.2359859e-01  -5.2810185e-10
  -6.9282601e-01  -4.6196526e-10
