  -1.3126249e+00  -1.5838568e-09
  -1.3371692e+00  -1.6242310e-09
  -1.3613815e+00  -1.6620073e-09
  -1.3851935e+00  -1.6973692e-09
  -1.4086222e+00  -1.7292816e-09
  -1.4317184e+00  -1.7575872e-09
  -1.4544500e+00  -1.7892926e-09
  -1.4767604e+00  -1.8114090e-09
  -1.4986235e+00  -1.8327815e-09
  -1.5201330e+00  -1.8604330e-09
  -1.5413257e+00  -1.8942149e-09
  -1.5620719e+00  -1.9374787e-09
  -1.5823245e+00  -1.9652964e-09
  -1.6021711e+00  -1.9675412e-09
  -1.6215285e+00  -1.9764034e-09
  -1.6403979e+00  -2.0049162e-09
  -1.6588473e+00  -2.0392710e-09
  -1.6768202e+00  -2.0768951e-09
  -1.6943714e+00  -2.1007465e-09
  -1.7115448e+00  -2.1101060e-09
  -1.7282747e+00  -2.1262352e-09
  -1.7444941e+00  -2.1484692e-09
  -1.7602773e+00  -2.1711373e-09
  -1.7756593e+00  -2.1941883e-09
  -1.7905492e+00  -2.2130082e-09
  -1.8049156e+00  -2.2358572e-09
  -1.8188112e+00  -2.2634664e-09
  -1.8322190e+00  -2.2843370e-09
  -1.8450923e+00  -2.3002287e-09
  -1.8574099e+00  -2.3152870e-09
  -1.8691871e+00  -2.3307164e-09
  -1.8805086e+00  -2.3520921e-09
  -1.8913129e+00  -2.3778091e-09
  -1.9015979e+00  -2.4014545e-09
  -1.9114754e+00  -2.4224426e-09
  -1.9209163e+00  -2.4317713e-09
  -1.9298155e+00  -2.4303139e-09
  -1.9381462e+00  -2.4372015e-09
  -1.9459325e+00  -2.4554447e-09
  -1.9531924e+00  -2.4733294e-09
  -1.9599563e+00  -2.4833307e-09
  -1.9661656e+00  -2.4887499e-09
  -1.9718233e+00  -2.4965394e-09
  -1.9769960e+00  -2.5082132e-09
  -1.9816269e+00  -2.5219583e-09
  -1.9857036e+00  -2.5268285e-09
  -1.9892866e+00  -2.5256978e-09
  -1.9923422e+00  -2.5315253e-09
  -1.9948449e+00  -2.5405353e-09
  -1.9968890e+00  -2.5459906e-09
  -1.9984779e+00  -2.5490340e-09
  -1.9995310e+00  -2.5514131e-09
  -2.0000000e+00  -2.5531275e-09
  -1.9998540e+00  -2.5541764e-09
  -1.9991449e+00  -2.5545595e-09
  -1.9978941e+00  -2.5542766e-09
  -1.9961354e+00  -2.5533274e-09
  -1.9939212e+00  -2.5517122e-09
  -1.9911109e+00  -2.5494310e-09
  -1.9876466e+00  -2.5464842e-09
  -1.9841698e+00  -2.5428722e-09
  -1.9799612e+00  -2.5385958e-09
  -1.9741601e+00  -2.5336557e-09
  -1.9679405e+00  -2.5280529e-09
  -1.9621815e+00  -2.5217883e-09
  -1.9563030e+00  -2.5148633e-09
  -1.9496847e+00  -2.5072792e-09
  -1.9418179e+00  -2.4990376e-09
  -1.9329267e+00  -2.4901401e-09
  -1.9245745e+00  -2.4805885e-09
  -1.9160076e+00  -2.4703849e-09
  -1.9063629e+00  -2.4595313e-09
  -1.8960620e+00  -2.4480301e-09
  -1.8855778e+00  -2.4358836e-09
  -1.8746291e+00  -2.4230944e-09
  -1.8625902e+00  -2.4096652e-09
  -1.8500290e+00  -2.3955990e-09
  -1.8371960e+00  -2.3808986e-09
  -1.8242726e+00  -2.3655674e-09
  -1.8106289e+00  -2.3496085e-09
  -1.7961292e+00  -2.3330254e-09
  -1.7814773e+00  -2.3158219e-09
  -1.7664038e+00  -2.2980015e-09
  -1.7507153e+00  -2.2795683e-09
  -1.7344678e+00  -2.2605262e-09
  -1.7178041e+00  -2.2408796e-09
  -1.7007137e+00  -2.2206326e-09
  -1.6830011e+00  -2.1997899e-09
  -1.6648369e+00  -2.1783562e-09
  -1.6463474e+00  -2.1563361e-09
  -1.6274298e+00  -2.1337346e-09
  -1.6079323e+00  -2.1105569e-09
  -1.5881328e+00  -2.0868082e-09
  -1.5679977e+00  -2.0624939e-09
  -1.5471740e+00  -2.0376195e-09
  -1.5259955e+00  -2.0121907e-09
  -1.5045925e+00  -1.9862133e-09
  -1.4827743e+00  -1.9596934e-09
  -1.4604411e+00  -1.9326372e-09
  -1.4377242e+00  -1.9036129e-09
  -1.4147331e+00  -1.8672982e-09
  -1.3913183e+00  -1.8285264e-09
  -1.3674195e+00  -1.8040219e-09
  -1.3431638e+00  -1.7911106e-09
  -1.3186312e+00  -1.7619183e-09
  -1.2936520e+00  -1.7158029e-09
  -1.2682398e+00  -1.6812714e-09
  -1.2425712e+00  -1.6612705e-09
  -1.2165890e+00  -1.6357647e-09
  -1.1902419e+00  -1.5992229e-09
  -1.1636724e+00  -1.5615828e-09
  -1.1368415e+00  -1.5306976e-09
  -1.1096840e+00  -1.5030983e-09
  -1.0822603e+00  -1.4634380e-09
  -1.0545611e+00  -1.4078075e-09
