Unit:(mV)
                     CH1         CH2
Frequency              ? 299.192 kHz
00001            -200.00    -2800.00
00002             320.00    -3800.00
00003              40.00    -3400.00
00004             100.00    -3600.00
00005             180.00    -4200.00
00006              20.00    -3800.00
00007             340.00    -4200.00
00008             120.00    -4400.00
00009             -60.00    -4600.00
00010             120.00    -4800.00
00011             -20.00    -4800.00
00012             180.00    -5200.00
00013             180.00    -5000.00
00014             100.00    -5600.00
00015              60.00    -5800.00
00016             140.00    -5600.00
00017             220.00    -6000.00
00018              60.00    -6000.00
00019             180.00    -6000.00
00020             180.00    -6400.00
00021             120.00    -6400.00
00022             200.00    -6600.00
00023             140.00    -6600.00
00024             120.00    -7000.00
00025             220.00    -7000.00
00026             220.00    -7200.00
00027             120.00    -7400.00
00028             200.00    -7400.00
00029             220.00    -7600.00
00030             180.00    -7600.00
00031             200.00    -8000.00
00032             200.00    -8000.00
00033             180.00    -8000.00
00034             200.00    -8200.00
00035             260.00    -8400.00
00036             200.00    -8400.00
00037             200.00    -8400.00
00038             220.00    -8400.00
00039             180.00    -8800.00
00040             220.00    -8800.00
00041             260.00    -8800.00
00042             220.00    -9000.00
00043             220.00    -9000.00
00044             220.00    -9000.00
00045             200.00    -9200.00
00046             260.00    -9200.00
00047             280.00    -9200.00
00048             260.00    -9200.00
00049             240.00    -9600.00
00050             260.00    -9400.00
00051             220.00    -9600.00
00052             260.00    -9600.00
00053             280.00    -9600.00
00054             260.00    -9800.00
00055             260.00    -9800.00
00056             280.00    -9600.00
00057             260.00    -9800.00
00058             260.00    -9800.00
00059             280.00    -9800.00
00060             280.00   -10000.00
00061             280.00   -10000.00
00062             280.00   -10000.00
00063             260.00   -10000.00
00064             260.00   -10000.00
00065             280.00    -9800.00
00066             280.00   -10000.00
00067             280.00    -9800.00
00068             280.00    -9800.00
00069             280.00   -10000.00
00070             300.00    -9800.00
00071             280.00    -9800.00
00072             280.00    -9800.00
00073             280.00    -9800.00
00074             280.00    -9800.00
00075             300.00    -9800.00
00076             280.00    -9800.00
00077             300.00    -9800.00
00078             280.00    -9600.00
00079             280.00    -9600.00
00080             280.00    -9600.00
00081             280.00    -9600.00
00082             300.00    -9600.00
00083             300.00    -9400.00
00084             280.00    -9200.00
00085             280.00    -9200.00
00086             280.00    -9200.00
00087             300.00    -9200.00
00088             300.00    -9000.00
00089             280.00    -9000.00
00090             280.00    -9000.00
00091             260.00    -8800.00
00092             280.00    -8800.00
00093             280.00    -8600.00
00094             280.00    -8600.00
00095             280.00    -8400.00
00096             260.00    -8400.00
00097             260.00    -8200.00
00098             260.00    -8000.00
00099             260.00    -8000.00
00100             280.00    -8000.00
00101             260.00    -7800.00
00102             260.00    -7600.00
00103             260.00    -7600.00
00104             240.00    -7400.00
00105             240.00    -7200.00
00106             260.00    -7200.00
00107             260.00    -7200.00
00108             260.00    -7000.00
00109             260.00    -6800.00
00110             220.00    -6600.00
00111             200.00    -6400.00
00112             220.00    -6400.00
00113             220.00    -6400.00
00114             240.00    -6000.00
00115             220.00    -5800.00
00116             200.00    -5800.00
00117             200.00    -5600.00
00118             200.00    -5400.00
00119             180.00    -5200.00
00120             200.00    -5200.00
00121             200.00    -5200.00
00122             200.00    -5000.00
00123             180.00    -4800.00
00124             180.00    -4400.00
00125             160.00    -4400.00
00126             180.00    -4200.00
00127             180.00    -4000.00
00128             180.00    -3800.00
00129             160.00    -3600.00
00130             140.00    -3600.00
00131             140.00    -3400.00
00132             120.00    -3200.00
00133             140.00    -3000.00
00134             140.00    -2800.00
00135             140.00    -2600.00
00136             120.00    -2400.00
00137             120.00    -2200.00
00138             120.00    -2000.00
00139             120.00    -1800.00
00140             120.00    -1800.00
00141             120.00    -1400.00
00142             100.00    -1200.00
00143              80.00    -1200.00
00144             100.00     -800.00
00145             100.00     -800.00
00146             100.00     -400.00
00147              80.00     -400.00
00148             100.00     -200.00
00149              60.00        0.00
00150              60.00      200.00
00151              60.00      400.00
00152             120.00      600.00
00153             180.00      800.00
00154             180.00      800.00
00155             140.00     1200.00
00156             100.00     1200.00
00157             100.00     1400.00
00158             140.00     1600.00
00159             660.00     2000.00
00160            1060.00     2200.00
00161             300.00     2200.00
00162            -740.00     2600.00
00163           -1160.00     2400.00
00164            -900.00     2800.00
00165             580.00     3200.00
00166             460.00     3000.00
00167            -440.00     3200.00
00168             260.00     3200.00
00169              40.00     3600.00
00170            -340.00     4200.00
00171             120.00     3600.00
00172             -60.00     4200.00
00173             200.00     4400.00
00174              20.00     3800.00
00175            -300.00     5200.00
00176              40.00     4800.00
00177            -220.00     4800.00
00178             -20.00     5600.00
00179              20.00     4800.00
00180            -160.00     5600.00
00181             -20.00     5800.00
00182            -200.00     5600.00
00183             -40.00     6200.00
00184            -100.00     6000.00
00185            -140.00     6400.00
00186            -100.00     6400.00
00187            -120.00     6800.00
00188             -80.00     7000.00
00189            -220.00     6800.00
00190            -100.00     7400.00
00191            -100.00     7000.00
00192            -140.00     7200.00
00193            -120.00     7400.00
00194            -180.00     7600.00
00195            -200.00     7800.00
00196            -180.00     7800.00
00197            -120.00     8000.00
00198            -200.00     7800.00
00199            -180.00     8400.00
00200            -200.00     8200.00
00201            -200.00     8400.00
00202            -140.00     8600.00
00203            -160.00     8800.00
00204            -220.00     8800.00
00205            -220.00     8600.00
00206            -200.00     9000.00
00207            -220.00     9200.00
00208            -180.00     9200.00
00209            -200.00     9200.00
00210            -260.00     9200.00
00211            -260.00     9400.00
00212            -200.00     9400.00
00213            -200.00     9400.00
00214            -220.00     9600.00
00215            -220.00     9600.00
00216            -260.00     9600.00
00217            -260.00     9600.00
00218            -260.00     9800.00
00219            -260.00    10000.00
00220            -220.00     9800.00
00221            -220.00    10000.00
00222            -220.00    10000.00
00223            -260.00    10000.00
00224            -280.00    10200.00
00225            -280.00    10000.00
00226            -260.00    10200.00
00227            -220.00    10000.00
00228            -280.00    10200.00
00229            -280.00    10000.00
00230            -260.00    10200.00
00231            -280.00    10200.00
00232            -280.00    10000.00
00233            -280.00    10200.00
