Unit:(mV)
                     CH1         CH2
Frequency              ? 300.126 kHz
00001             -96.00      400.00
00002             -96.00      320.00
00003             -88.00      320.00
00004             -88.00      240.00
00005             -80.00      240.00
00006             -72.00      240.00
00007             -72.00      160.00
00008             -64.00       80.00
00009             -48.00       80.00
00010             -48.00       80.00
00011             -32.00       80.00
00012             -24.00      -80.00
00013              -8.00      -80.00
00014             -16.00      -80.00
00015              -8.00     -160.00
00016              -8.00     -160.00
00017               0.00     -160.00
00018             120.00     -240.00
00019             256.00     -400.00
00020            -120.00     -320.00
00021            -312.00     -240.00
00022             -32.00     -480.00
00023             344.00     -480.00
00024              -8.00     -480.00
00025            -408.00     -480.00
00026            -152.00     -640.00
00027             312.00     -560.00
00028             104.00     -560.00
00029            -256.00     -720.00
00030              -8.00     -800.00
00031             312.00     -720.00
00032              88.00     -720.00
00033            -168.00     -880.00
00034              56.00     -960.00
00035             192.00     -880.00
00036               0.00     -960.00
00037             -32.00    -1120.00
00038             128.00    -1040.00
00039              72.00     -960.00
00040             -32.00    -1120.00
00041             104.00    -1200.00
00042             184.00    -1120.00
00043              16.00    -1120.00
00044               8.00    -1280.00
00045             184.00    -1280.00
00046             128.00    -1200.00
00047              -8.00    -1360.00
00048              64.00    -1440.00
00049             200.00    -1360.00
00050              96.00    -1360.00
00051              24.00    -1520.00
00052             104.00    -1440.00
00053             168.00    -1440.00
00054              88.00    -1520.00
00055              72.00    -1600.00
00056             136.00    -1520.00
00057             136.00    -1600.00
00058              96.00    -1680.00
00059             128.00    -1680.00
00060             160.00    -1680.00
00061             120.00    -1760.00
00062             120.00    -1760.00
00063             152.00    -1760.00
00064             152.00    -1760.00
00065             128.00    -1840.00
00066             152.00    -1840.00
00067             184.00    -1840.00
00068             152.00    -1840.00
00069             136.00    -1840.00
00070             168.00    -1920.00
00071             184.00    -1920.00
00072             168.00    -1920.00
00073             176.00    -1920.00
00074             184.00    -2000.00
00075             192.00    -2000.00
00076             184.00    -2000.00
00077             184.00    -2000.00
00078             192.00    -2000.00
00079             200.00    -2000.00
00080             200.00    -2080.00
